Ticker,Current Ratio,Current ROA (TTM),Current ROI (TTM),Current ROE (TTM),Price/Cash Flow,PEG Ratio,P/E (Trailing 12 Months),5 Yr Historical Sales Growth,Annual Sales,Long Term Debt ,Book Value,Net Margin,5 Yr Hist. Div. Growth %,Dividend ,Cash Flow ,Net Income ,EBITDA ,5 Yr. Hist. EPS Growth,Beta,52 Week High,Last Close,Shares Outstanding ,12 Mo Trailing EPS,% Rating Hold,% Rating Strong Sell or Sell,% Rating Strong Buy or Buy,Market Cap 
AIS,3.63,-12.75,-16.85,-16.85,,,,22.06,16.46,0,0.3,-0.27,,0,-4.22801,-4.38001,-4.2191,,0.65,3.32,3.05,103.7,-0.05,33.33,0,66.67,316.27
AIT,3.07,11.66,16.64,16.64,13.4,1.04,15.86,1.15,2212.85,0,15.39,0.04,7.69509,0.69999,121.83899,96.75,180.03999,0.41,1.25,41.81,38.54,42,2.43,100,0,0,1618.6
AIV,1.51,-1.39,-1.48,-17.56,10.92,1.13,17.18,-11.1,1079.58,5172.31982,4.03,-0.05,-36.43001,0.47999,283.41799,-57.08001,546.71002,-18.79,2.01,27.97,25.6,121.18,1.49,35.71,28.57,35.71,3102.28
AIXG,3.91,9.77,12.52,12.52,13.15,0.72,15.16,38.87,850.95,0,8.6,0.13,118.704,1.1942,127.84799,110.76999,177.19,71.23,2.53,43.66,16.52,101.79,1.09,70,10,20,1681.54
AIZ,0.5,1.66,7.38,9.04,6.47,0.73,8.51,-0.08,8272.8,1067.77001,54.58,0.07,9.51539,0.69999,553.48498,545.83001,884.23999,-4.85,1.3,44.39,38.89,87.5,4.57,77.78,11.11,11.11,3402.91
AJG,1.06,3.63,8.22,12.83,14.4,1.89,25.64,4.86,2134.7,675,10.9,0.07,1.3608,1.32,276.39999,144.1,370.6,-4.31,0.89,36.26,34.87,117.37,1.36,53.33,0,46.67,4092.73
AJINY,2.34,,,,8.68,,19.95,,14987.5,1311.25,118.5,,,0,1029.22399,364.83999,1262.59997,,0.34,127.66,127.66,67.9,6.4,,,,8667.86
AKAM,7.56,9.29,10.05,10.05,16.69,2.11,30.75,17.99,1158.54,0,12.02,0.17,,0,386.88198,200.89999,475.05999,5.19,0.83,40.98,35.98,177.8,1.17,60,0,40,6397.28
AKBTY,0.95,,,,9.21,,,,6995.72,13513.69042,5.48,0.22,-6.77571,0.13663,1634.53002,1549.55004,2374.33007,,1.5,11.1,7.53,2000,,,,,15060
AKDS,,,,,,,,,0.3,0,,,,0,-11.398,-11.47001,-11.39001,,-0.58,0.1,0.022,44.95,-0.11,,,,0.99
AKESQ,,,,,,,,,,,,,,0,,,,,0.41,0,0.001,24.93,,,,,0.02
AKMN,,,,,,,,,,,,,,0,,,,,-0.62,0,0.0008,68.39,,,,,0.05
AKO.A,1.2,13.48,21.44,23.33,17.08,,17.17,15.76,2064.01,156.74,6.99,0.1,-3.31311,0.38249,203.75,203.75,291.77999,,0.6,28.9,27.47,126.71,1.6,,,,3480.72
AKO.B,1.2,13.48,22.32,23.32,10.05,,19.48,12.53,2064.01,156.74,13.99,0.1,-2.4699,0.42043,203.75,203.75,291.77999,,0.65,34.54,32.33,63.36,1.66,100,0,0,2048.3
AKR,0.24,1.13,2.72,2.72,15.83,1.99,21.11,9.97,150.16,0,18.07,0.34,-3.8465,0.72,58.492,51.54999,87.55,,1.24,22.77,21.74,42.76,1.03,62.5,0,37.5,929.67
AKRK,,,,,,,0.06,,29.08,0,,,,0,3.95,4.66499,4.94,,0.62,0.27,0.01,35.91,0.16,,,,0.36
AKRX,5.51,11.89,13.63,21.18,28.89,0.86,41.5,17.29,136.92,100.8,1.67,0.31,,0,38.151,43.00999,52.88,,1.14,12.93,11.62,95.02,0.28,0,0,100,1104.16
AKS,1.12,0.41,1.52,3.27,3.61,2.75,42.18,-4.29,6468,650,3.42,-0.02,0,0.2,219,-155.60001,-6.1,-45.19,2.6,16.96,7.17,110.63,0.17,30.77,23.08,46.15,793.25
AKSY,,,,,,,,,,,,,,0,,,,,2.32,0,0.002,32.45,,,,,0.06
AKZOY,1.37,3.02,4.77,6.2,6.49,1.2,15.96,6.83,20377.85,4227.75,19.33,0.04,-1.62031,0.5568,1998.04504,742.46002,2067.68994,1.69,1.5,26.28,18.51,704.11,1.16,33.33,33.33,33.33,13033.15
AL,6.92,1.43,1.54,2.97,12.44,0.33,38.67,,336.74,2602.79003,22.01,0.16,,0,184.464,53.22999,204.61999,,0.21,29.7,23.2,98.89,0.6,27.27,0,72.73,2294.13
ALAN,5.61,-13.35,-19.04,-26.46,,,,,14.63,0,1.11,,,0,-1.38,-0.05001,-0.92001,,1.45,2.17,0.8,4.99,-0.39,,,,3.99
ALB,3.38,13.52,17.52,25.61,10.32,1.05,12.99,1.9,2869,749.25,18.91,0.15,12.35099,0.67,533.03002,436.27999,684.94,15.23,1.67,71.11,61.98,88.94,4.77,44.44,0,55.56,5512.38
ALBY,,,,,,,,,,,,,,0,,,,,1.72,1.25,0.9125,3.06,,,,,2.79
ALC,0.56,4.76,5.6,7.41,8.7,,17.67,0.21,234.45,85.69999,13.4,0.1,,0.25,44.51399,24.36,67.05999,5.7,1.5,18.69,16.87,22.97,0.95,33.33,0,66.67,387.5
ALCO,2.69,4.93,5.35,8.23,10.86,,17.18,-7.28,98.59,53.86999,15.3,0.07,-35.94801,0.1,14.41699,7.09,21.86,,0.86,27.19,21.31,7.35,1.24,,,,156.61
ALDA,2.33,-8.34,-11.47,-11.47,8.86,,,-8.02,48.04,2.16,5.11,-0.12,,0,1.52699,-5.877,1.84,-32.85,0.28,4.5,2.6,5.2,-0.57,,,,13.52
ALE,1.7,3.45,5.05,8.97,7.97,3.08,15.12,2.9,928.2,857.90002,29.32,0.1,1.82039,1.77999,185.1,93.8,264.1,-6.19,0.64,42.4,40.06,37.98,2.65,50,0,50,1521.4
ALEX,0.99,1.79,2.83,4.01,10.98,2.85,44.68,-0.69,1722.4,507,26.93,0.02,1.6044,1.25999,183.3,34,221,-23.53,1.47,53.13,48.25,41.87,1.08,40,0,60,2020.32
ALG,3.65,7.18,9.55,10.8,8.57,,12.34,2.46,603.59,8.61999,23.22,0.05,0,0.23999,41.84999,32.06999,62.16999,14.14,1.23,30.68,30.1,11.88,2.44,0,0,100,357.44
ALGI,1.57,0.37,0.75,0.87,3.11,,66,-12.67,13.4,0.6,2.26,0,,0,0.707,0.02999,0.81,,1.91,1.75,1.32,1.68,0.02,,,,2.22
ALGN,2.6,13.71,17.57,17.57,21.98,1.44,27.86,13.79,479.74,0,6.25,0.14,,0,95.61399,66.70999,107.45999,39.31,2.14,28.7,26.75,79.37,0.96,9.09,9.09,81.82,2123.12
ALGT,2.12,7.07,10.47,14.81,11.83,2.5,22.25,19.67,779.12,138.17999,18.43,0.06,,0,91.77799,49.38999,129.05999,23.27,0.47,60.33,56.95,19.08,2.56,33.33,8.33,58.33,1086.66
ALIF,5.46,-12.72,-14.58,-14.58,0.29,,,,35.51,0,0.92,,,0,13.41899,5.48999,13.55,,0.82,0.65,0.06,79.43,,,,,4.77
ALIM,5.14,-52.34,-60.95,-67.59,,,,,,2.85999,0.79,,,0,-22.10601,-22.51001,-20.98,,0.56,9,3.2,31.43,-0.72,66.67,0,33.33,100.57
ALIOF,2.31,11.71,20.68,20.68,10.49,,11.57,,1853.74,0,13.88,,,0,434.65499,375.32,1653.81994,,0.57,57.43,35.76,130.46,3.09,0,0,100,4665.39
ALJ,1.2,1.32,2.34,8.71,3.19,,19.11,5.67,7186.26,930.32,6.35,0.01,0,0.15999,154.11999,42.5,274.23999,-29.72,1.21,14.48,8.79,56.11,0.46,60,40,0,493.19
ALJJ,2.28,24.35,71.74,,1.69,,2.13,19.66,162.02,40.54999,-0.67,0.07,,0,11.871,11.40999,16.23999,,1.44,0.71,0.51,39.4,0.24,,,,20.09
ALK,1.06,5.53,12.07,23.88,4.58,0.86,8.79,4.03,4317.8,1099,16.51,0.06,,0,534.29998,244.5,727.90002,53.98,0.57,39.19,34.46,71.32,3.92,38.46,7.69,53.85,2457.82
ALKS,4.07,-4.66,-5.24,-7.02,,,,-5.25,186.64,0,6.98,,,0,-36.89,-45.54001,-34.55,189.47,0.79,19.52,17.73,130.12,-0.43,11.11,0,88.89,2307.01
ALL,0.17,0.54,2.8,3.68,17.31,1.01,24.06,-2.76,32654,5908,37.01,0.02,-15.73,0.83999,941,788,1579,-33.12,1.49,34.31,32.24,498.29,1.34,41.67,4.17,54.17,16065
ALLB,,0.25,1.3,1.35,34.07,,57.25,-5.29,19.4,32,15.34,0.05,-11.033,0.17,1.86899,1,4.03999,28.04,0.2,11.55,11.45,5.47,0.2,,,,62.68
ALLN,,,,,,,,,,,,,,0,,,,,0.19,0.2,0.15,9.25,,,,,1.39
ALLP,,,,,,,,,0.08,0,,,,0,-1.163,-1.20001,-0.39,,1.59,0.01,0.0026,67.46,,,,,0.18
ALLT,3.81,10.17,14.49,14.49,53.6,1.8,63.6,23.19,77.75,0,3.01,0.11,,0,13.13599,8.8,-2.97001,,1.8,24.43,23.53,29.92,0.37,42.86,0,57.14,704.07
ALN,4.35,10.82,12.79,14.19,1.88,,2.12,14.46,213.22,5.03,4.31,0.09,,0,19.339,19.88699,30.92,,0.66,2.37,1.21,34.47,0.57,,,,41.71
ALNC,0.85,0.92,4.27,9.46,7.34,1.97,11.14,-3.05,75.76,162.08,30.23,0.18,7.62169,1.22,20.23699,13.28999,29.48999,8.27,0.59,32.93,31.2,4.78,2.8,100,0,0,149.29
ALNPY,1.39,,,,4.19,0.37,,,16291.84,9509.08007,5.47,,,0,1716.24401,279.66,2073.72998,,0.04,6.86,5.7,1262.48,,0,0,100,7196.14
ALNS,,,,,,,,,,,,,,0,,,,,1.51,0.06,0.008,100.72,,,,,0.81
ALNY,1.88,-17.71,-43.68,-43.68,,,,21.82,82.76,0,2.76,-0.7,,0,-52.529,-57.64,-52.52001,,1,13.64,10.28,51.83,-1.35,14.29,0,85.71,532.84
ALOG,4.82,5.68,6.87,6.87,19.89,,27.47,6.88,473.6,0,35.29,0.04,0,0.4,40.57899,17.82999,38.84,-1.34,0.79,69,64.29,12.26,2.34,0,0,100,788.13
ALOT,6.34,5.24,6.28,6.28,13.09,,18.09,1.06,79.19,0,7.52,0.04,8.6883,0.28,4.702,3.13,5.8,-9.13,0.87,9,8.32,7.43,0.46,,,,61.8
ALPMY,,,,,,,,,,,,,,0,,,,,-0.01,42.09,40.22,467.96,,0,0,100,18821.55
ALR,2.07,3.23,3.99,11.45,1.94,,9.01,33.08,2386.53,3280.07006,18.89,-0.06,,0,1017.143,-133.54,819.11999,26.28,1.55,41,22.97,80.29,2.55,62.5,0,37.5,1844.26
ALRN,9.41,-32.28,-36.48,-36.48,,,,61.04,2.98,0,0.81,,,0,-1.484,-1.11001,-1.4775,,0,2.69,0.9899,4.92,-0.33,,,,4.87
ALRX,0.04,-226.15,,,,,,12.56,0.18,0,-0.01,-1.41,,0,-0.232,-0.26,-0.13,,1.35,0.09,0.08,95.93,0,,,,7.67
ALSC,,,,,,,,,,,,,,0,,-3.652,,,1.93,0.6,0.15,33.05,,,,,4.96
ALSE,0.01,-905.63,,,,,,,,0,-0.96,,,0,-2.84,-2.88001,-1.01,,0.62,0.51,0.18,31.74,-0.12,,,,5.71
ALSK,0.89,1.52,,,1.46,-1.08,13,-2.45,349.31,0,-1.13,0,-14.60901,0.69499,80.69899,0.46999,121.83999,-26.15,0.75,10.31,2.6,45.33,0.2,50,50,0,117.86
ALTE,0.45,0.93,2.97,3.44,18.25,1.2,24.71,12.87,1623.93,440.5,26.93,0.04,12.668,0.51999,128.533,65.27999,132.32,-23.17,0.88,25.45,22.49,100.88,0.91,63.64,0,36.36,2268.79
ALTH,5.53,-21,-30.76,-30.76,,,,,81.07,0,0.75,-0.38,,0,-24.20701,-30.52001,-29.23,,0.31,3.07,1.81,106.96,-0.24,100,0,0,193.59
ALTI,5.6,-46.84,-59.94,-59.94,,,,-0.8,5.23,0,0.77,-3.81,,0,-18.963,-19.93001,-18.46,,1.24,1.65,0.65,69.45,-0.49,,,,45.14
ALTM,,,,,,,,,20.97,,,0.03,-2.3398,0.07,,0.596,,,1.99,0.75,0.75,8.28,,,,,6.21
ALTR,3.91,18.4,25.08,27.3,15.01,1.62,15.98,12.68,2064.48,0,9.33,0.37,14.68,0.28,802.63098,770.71002,884.64001,30.83,1.15,49.38,37.555,322.85,2.35,40.91,0,59.09,12124.44
ALTUQ,,,,,,,,,,,,,,0,,,,,0.35,0.01,0.0025,31.13,,,,,0.08
ALTX,32.89,-10.77,-11.05,-11.05,,,,-11.31,0.16,0,0.23,-2.13,,0,-0.32,-0.34001,-0.32,,0.76,0.18,0.12,13.62,,,,,1.63
ALU,1.34,3.83,10.77,21.7,4.05,0.71,4.43,-1.45,20214.78,5565,2.57,0.07,,0,1171.95202,1484,699,,2.41,6.54,2.04,2325.38,0.46,45.45,18.18,36.36,4743.78
ALV,1.44,10.27,16.63,19.14,6.4,1.54,9.61,3.63,8232.4,363.5,37.51,0.08,1.6302,1.73,891.70001,623.40002,1158.59997,15.31,1.99,80.13,63.88,89.51,6.65,60,20,20,5717.71
ALVR,1.75,-5.45,-9.6,-10.15,,,,-3.91,190.04,23.04999,1.49,-0.18,,0,-10.072,-33.82,-83.44001,,1.14,1.82,0.5942,57.97,-0.17,100,0,0,34.45
ALX,22.89,4.53,4.76,22.4,16.08,,16.6,5,254.25,1330.93005,71.14,0.31,,12,116.50299,79.41999,170.66999,7.72,1.41,456.73,367.02,5.11,22.11,100,0,0,1874
ALXA,0.79,-72.39,-2828.69,-2828.69,,,,,5.66,0,-0.13,-7.16,,0,-31.30101,-40.53,-33.12,,1.53,1.86,0.5882,116.14,-0.58,75,0,25,68.31
ALXN,4.09,17.94,22.32,22.33,113.21,2.09,77.09,118.03,783.43,0.18,6.13,0.22,,0,146.882,175.30999,248.02999,117.14,0.53,94.31,89.81,185.99,1.16,20,0,80,16704.03
AM,2.05,6,9.28,12.09,4.1,,6.58,-2.46,1592.57,232.67999,19.22,,9.73299,0.6,145.64999,87.01,222.41999,27.18,1.76,24.6,14.88,38.32,2.26,100,0,0,570.14
AMAG,6.16,-25.31,-36.3,-36.3,,,,156.9,61.25,0,8.52,-1.26,,0,-67.95,-77.06,-72.06,,0.63,19.58,15.86,21.2,-3.49,33.33,33.33,33.33,336.28
AMAP,5.65,12.21,14.32,14.32,24.55,0.73,17.9,,129.75,0,5.51,0.3,,0,23.26499,38.36999,28.6,,0.06,19.95,12.53,48.95,0.7,25,0,75,613.36
AMAR,0.01,-651.91,,,,,,,0,0,-0.06,,,0,-1.152,0.5,0.6,,1.09,0.09,0.045,71.56,-0.03,,,,3.22
AMAT,2.47,11.05,14.71,17.31,7.98,1.06,10.64,2.1,10517,1947,6.68,0.18,7.5826,0.3,1968,1926,2683,-0.25,1.12,15.92,11.915,1291.12,1.12,55.56,0,44.44,15383.72
AMBK,,,,,,,9.29,,22.21,108.3,,,0,0.2,,4.00299,,,0.2,8,6.5,6,0.7,,,,39.02
AMBO,1.24,5.77,9.08,9.26,10.73,0.73,13.82,,279.32,7.38,6.37,0.06,,0,50.513,17.07999,57.59,,-0.07,8,7.6,71.28,0.55,0,25,75,541.76
AMBT,4.13,26.89,38.01,38.01,,,23.33,,62.31,0,1.02,0.08,,0,-2.62,4.76999,-2.41001,,0,13.25,4.9,16.57,0.21,,,,81.2
AMBZ,0.43,0.88,7.1,12.52,,,12.05,,42.77,48,22.1,0.23,,0,,9.88,,,0.07,27,27,3.94,2.24,,,,106.27
AMCC,4.6,-4.34,-5.13,-5.13,12.12,,,-11.66,247.71,0,3.72,,,0,36.191,-1,23.79999,,1.5,10.58,6.775,61.17,-0.21,33.33,0,66.67,414.42
AMCF,1.01,8.84,15.94,15.94,,,3.46,,191.17,,6,,,0,,8.96,,,0.78,3.85,2.91,9.52,0.84,,,,27.7
AMCN,2.83,-1.17,-1.55,-1.55,9.69,1.8,,39.43,270.62,0,4.17,-0.05,,0,20.427,-12.68001,14.86999,,1.57,5.01,3.06,64.71,-0.07,20,0,80,198.02
AMCRY,1,,,,10.89,,,,12981.53,3031.12011,11.81,0.03,5.6124,1.3622,878.638,375.86999,1049.05004,,1,31.57,31.18,301.67,,,,,9406.1
AMCX,2.53,,,,4.47,,,,1187.74,2299.68994,-17.78,0.11,,0,554.68402,126.44999,721.16998,,0.12,46.05,42.51,58.16,,33.33,11.11,55.56,2472.55
AMD,1.82,7.33,10.79,23.14,7.67,1.41,14.98,2.45,6568,1527,2.28,0.07,,0,694,491,495,,2.24,9.1,7.64,699.39,0.51,40.74,11.11,48.15,5343.36
AMDLY,3.97,1.1,1.35,1.35,21.67,,44.53,,2024.73,25.65999,47.73,,,0,130.39999,31.77,164.89999,,0.65,31.4,28.5,99.13,0.64,,,,2825.09
AME,1.68,9.33,12.48,19.3,16.12,1.28,19.92,6.55,1955.78,1123.41003,12.82,0.2,10.786,0.23999,470.99398,384.45999,712.89001,10.13,1.02,49.16,47.42,160.73,2.38,27.27,0,72.73,7621.67
AMED,1.05,5.7,7.42,8.7,0.57,0.96,6.26,25.81,1470.36,111.55,17.67,-0.26,,0,687.33001,-382.46,151.11,11.55,0.67,35.18,13.39,30,2.14,70,20,10,401.74
AMEL,,,,,,,,,,,,,,0,,,,,-0.62,0.54,0.07,76.37,,,,,5.35
AMEN,5.87,1.53,1.58,1.58,17.03,,509.26,-25.48,3.6,1.50999,329.76,0.27,,20,1.35599,0.98,2.55999,,0.38,800,550,0.04,1.08,,,,23.1
AMFC,,,,,,,24.45,,9.47,22.97999,,,,0,-1.26,0.395,-0.97001,,0.79,5.25,4.89,0.98,0.2,,,,4.8
AMG,2.1,6.71,8.47,14.4,11.73,1.06,16.25,3.68,1704.8,685.59997,48.56,0.1,,0,471.79998,164.89999,674.59997,-0.34,2.06,115.19,107.57,51.76,6.62,16.67,0,83.33,5568.25
AMGI,,,,,,,,,,,,,,0,,,,,3.26,0.02,0.001,4.66,,,,,0
AMGN,4.8,10.38,14.39,20.53,10.01,1.3,12.73,0.88,15582,21344,21.71,0.24,,0.56,5841.66015,3683,5820,6.89,0.44,69.84,66.73,784.42,5.24,48.15,3.7,48.15,52344.35
AMGY,,,,,,,,,4.72,0,,,,0,-0.17201,-0.88,-0.20001,,0.64,0.4,0.12,12.01,,,,,1.44
AMIC,0.8,2.55,3.68,3.68,8.61,,10.61,-5.34,88.04,0,11.02,0.03,,0,4.306,2.49,5.34,32.79,0.54,6.12,4.35,8.27,0.41,,,,35.98
AMID,1.1,,,,5.67,,,,244.74,66.26999,22.39,-0.05,,0.26899,17.551,-11.69,14.77,,0.04,22.8,21.98,4.53,,66.67,0,33.33,99.53
AMIEQ,,,,,,,,,59.1,0,,,,0,-16.49601,-24.02001,-12.85001,,0.77,0.31,0.016,3.32,,,,,0.05
AMIN,2.33,-14.25,-21.34,-24.6,,,,-9.64,21.72,1.41999,0.83,-0.15,,0,-2.97001,-3.25,-2.34,,0.49,0.7,0.28,15.36,,,,,4.3
AMKR,1.55,3.92,5.58,14.56,2.34,,12.7,0.87,2776.36,1287.25,3.87,0.03,,0,442.638,91.8,526.19,-13.15,2.29,6.91,5.715,168.35,0.45,100,0,0,962.11
AMKT,,,,,,,,,,,,,,0,,,,,-0.73,1.85,0.83,24.37,,,,,20.23
AMLM,,,,,,,,,,,,,,0,,,,,0.46,0.55,0.04,57.62,,,,,2.3
AMLN,1.42,-5.76,-8.11,-44.38,,,,-2.57,650.68,1575.40002,-0.95,-0.84,,0,-51.251,-543.39002,-441.9,,1.7,24.96,23.76,160.81,-0.63,53.33,20,26.67,3820.85
AMMX,,,,,,,,,,,,,,0,,,,,-0.76,0.02,0.014,98.18,,,,,1.37
AMNB,0.79,1.16,7.71,9.58,9.89,2.72,12.76,-4.59,58.43,37.40999,19.58,0.2,0,0.92,17.11599,11.56999,22.54999,-6.63,0.52,23.45,21.69,7.83,1.7,50,0,50,169.83
AMNF,2.52,26.54,39.78,43.79,,,11.43,7.63,24.83,,0.16,0.1,14.24699,0.04399,,2.39199,,34.17,0.65,0.94,0.8,34.68,0.07,,,,27.74
AMNL,,,,,,2.31,,,,,,,,0,,,,,0.31,2.1,1.62,79.09,,0,0,100,128.12
AMNP,,,,,,,,,,,,,,0,,,,,-0.15,0.05,0.0023,81.08,,,,,0.19
AMOT,2.38,10.39,17.09,17.09,8.03,,11.21,2.06,110.94,0,4.29,0.06,,0.03999,8.036,6.96,11.76,10.85,1.01,7.87,7.62,8.65,0.68,,,,65.88
AMP,0.78,0.93,6.54,11.2,9.08,,10.71,5.43,10192,7571,48.44,0.11,10.86699,0.87,1342,1076,2712,5.51,1.94,63.52,53.85,221.74,5.03,30,0,70,11940.59
AMPE,8.84,,,,,,,,0.02,0,0.57,-965.79,,0,-18.31901,-18.35001,-18.22201,,0.03,9.19,2.81,31.11,,,,,87.43
AMPL,0.45,-4.02,-6.53,-31.23,,,,103.43,575.34,226.24,0.88,-0.17,,0,-37.62901,-95.32,-65.44001,,1.39,1.73,0.243,56.13,-0.7,,,,13.64
AMPW,,,,,,,,,,1.78999,,,,0,-0.57,-0.77,-0.38,,0.06,0.78,0.14,96.43,,,,,13.5
AMRB,0.67,0.43,2.43,2.72,12.34,,28.56,-10.4,26.31,14,9.51,0.1,2.2039,0,5.72399,2.5,7.36,-54.41,0.66,7.9,7.14,9.86,0.25,33.33,0,66.67,70.39
AMRC,1.94,5.15,7.29,15.63,,0.75,17.4,,728.2,196.39999,9.25,0.05,,0,,34.72,,,0.22,16.68,13.22,26.12,0.76,12.5,0,87.5,345.29
AMRI,2.65,-4.21,-5.27,-5.37,4,,,0.96,207.65,3,6.74,-0.16,,0,21.43,-32.29001,-1.96001,5.43,1.32,5.36,2.8,30.77,-0.42,0,0,100,86.16
AMRN,14.08,219.18,,,,,4.26,,,0,-0.04,,,0,-46.48301,-69.12001,-66.53901,,1.26,19.5,9.71,136.06,2.28,0,0,100,1321.14
AMRS,1.51,-55.19,-75.59,-79.88,,,,,146.99,15.88,3.53,-1.22,,0,-167.17,-178.87,-165.71001,,0.09,30.12,3.69,56.26,-3.98,88.89,0,11.11,207.6
AMS,1.77,0.73,0.94,2.09,2.31,,33.9,-3.35,22.22,28.12,5.46,0.02,,0,6.776,0.5,10.31999,-42.68,1.21,3.58,3.39,4.61,0.1,,,,15.64
AMSC,1.71,-29.96,-45.58,-45.58,6.29,,,38.38,286.6,0,3.56,,,0,34.02,-186.28,-110.08001,,1.67,13.01,4.22,51.47,-2.13,75,25,0,217.19
AMSF,0.44,2.01,6.19,6.8,16.11,1.72,20.95,-6.32,280.66,25.78,19.42,0.09,,0,28.905,24.12,36.25,-11.99,0.65,25.77,25.77,18.15,1.23,75,0,25,467.73
AMSG,2.72,3.92,4.5,8.05,10.6,1.21,15.73,10.2,786.87,447.95999,23.88,0.06,,0,79.50099,49.99,268.60998,5.82,0.91,28.27,26.9,31.28,1.71,72.73,18.18,9.09,841.54
AMSWA,2.59,10.38,14.35,14.35,17.72,,20.77,0.39,85.59,0,3.03,0.09,1.82299,0.36,12.14999,7.36,15.32999,1.49,0.95,9.8,8.31,26.78,0.4,0,0,100,222.57
AMT,1.08,3.5,4.33,11.33,25.8,2.05,63.73,12.3,2443.53,7134.49023,8.68,0.16,,0,961.28497,396.45999,1387.33996,62,0.58,64.38,63.09,393.71,0.99,0,0,100,24839.48
AMTA,,,,,,,,,0.05,,,,,0,,-0.022,,,0.73,0.03,0.0024,3.31,,,,,0.01
AMTC,0.11,-20.14,-376.1,,,,,-29.16,2.13,0,-1.36,-2.45,,0,-5.14301,-5.22,-3.70001,,0.4,1.45,0.17,3.4,-1.75,,,,0.58
AMTD,1.1,3.76,11.8,15.57,13.47,1.25,16.9,5.08,2762.66,1347.56005,7.54,0.23,,0.2,801.63299,637.75,1212.35998,-1.9,1.28,22.39,19.1,548.59,1.13,42.86,0,57.14,10478.13
AMTG,1.36,,,,,,,,,1079.98999,19.92,,,0.3,,,,,0.05,19.48,18.45,10.27,,66.67,0,33.33,189.54
AMTY,1.08,-27.91,-57.38,-57.92,,,,5.32,3.68,0.05,0.04,-0.23,,0,-0.571,-0.84,-0.5,,-0.17,0.47,0.3,33.51,-0.03,,,,10.06
AMWD,2.37,-4.03,-6.21,-7.23,31.85,,,-9.54,452.59,24.64999,9.37,-0.04,5.50199,0.36,7.5,-20.01001,-2.69001,,1.16,20.91,16.73,14.38,-0.75,50,16.67,33.33,240.58
AMWO,,,,,,,,,64.18,0,,,,0,-2.31101,-2.79,-1.81,,,0.05,0.05,23.22,,,,,1.16
